Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,PTSPG,APG,GPG,EVG,PPG,SHG,GWG,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE
891,Matěj Blümel,25,BOS,RW,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0,10,43:28:00,10:52,0,1,0,2,2,0,3
892,Xavier Bourgault,23,OTT,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,7,11:55,5:58,0,0,,0,3,0,1
893,Skyler Brind'Amour,26,CAR,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,2,0,10,60:04:00,15:01,22,21,51.2,0,5,0,2
894,Laurent Brossoit,32,SJS,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:09:00,59:09:00,0,0,,0,0,0,0
895,Tristan Broz,23,PIT,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,2,11:30,11:30,3,3,50,0,0,0,1
896,Vyacheslav Buteyets,23,ANA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20:00,20:00,0,0,,0,0,0,0
897,Luca Cagnoni,21,SJS,D,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,8,54:05:00,18:02,0,0,,3,5,1,1
898,Michael Callahan,26,BOS,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,3,0,4,64:57:00,12:59,0,0,,9,3,2,3
899,Seamus Casey,22,NJD,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,4,0,8,36:01:00,18:01,0,0,,1,0,2,3
900,Nikita Chibrikov,22,WPG,RW,11,0,0,0,0,14,0,0,0,0,0,0,0,9,0,24,101:06:00,9:11,0,0,,5,16,2,8
901,Dylan Coghlan,27,VEG,D,3,0,0,0,1,2,0,0,0,0,0,0,0,2,0,7,45:10:00,15:03,0,0,,4,4,0,2
902,Drew Commesso,23,CHI,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,181:43:00,60:34:00,0,0,,0,0,0,0
903,Eric Comrie,30,WPG,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1381:30:00,55:16:00,0,0,,0,0,0,9
904,Kenny Connors,22,LAK,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,5,0,7,17:19,8:40,2,5,28.6,1,3,0,1
905,Braeden Cootes,18,VAN,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,,0,32:20:00,10:47,5,8,38.5,1,3,0,4
906,Pheonix Copley,34,LAK,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:34:00,58:34:00,0,0,,0,0,0,0
907,Justin Danforth,32,BUF,RW,4,0,0,0,-2,2,0,0,0,0,0,0,0,2,0,6,46:49:00,11:42,17,14,54.8,4,3,0,3
908,Nico Daws,25,NJD,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,183:16:00,61:05:00,0,0,,0,0,0,5
909,Casey DeSmith,34,DAL,G,30,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1755:00:00,58:30:00,0,0,,0,0,0,7
910,Jack Devine,22,FLA,RW,6,0,0,0,-3,2,0,0,0,0,0,0,0,6,0,14,50:38:00,8:26,0,0,,0,4,0,2
911,Michael DiPietro,26,BOS,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:03,6:03,0,0,,0,0,0,1
912,Jakub Dobes,24,MTL,G,43,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2525:35:00,58:44:00,0,0,,0,0,0,17
913,Jorian Donovan,21,OTT,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14:04,7:02,0,0,,1,2,0,1
914,Justin Dowling,35,NYR,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,3,14:23,7:12,1,2,33.3,1,3,0,0
915,Sheldon Dries,31,DET,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,34:52:00,6:58,9,12,42.9,3,8,3,1
916,Walker Duehr,28,WPG,F,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,5,28:30:00,9:30,0,1,0,2,10,2,1
917,Dylan Duke,22,TBL,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,2,9:22,9:22,0,0,,0,0,1,1
918,Andreas Englund,30,NSH,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,3,26:27:00,8:49,0,0,,1,4,0,2
919,Domenick Fensore,24,CAR,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,5,19:22,19:22,0,0,,3,1,0,0
920,Derek Forbort,33,VAN,D,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,27:52:00,13:56,0,0,,4,2,0,5
921,Anton Forsberg,33,LAK,G,36,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,2032:06:00,56:27:00,0,0,,0,0,0,14
922,Liam Foudy,25,NYI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11:17,11:17,0,1,0,1,1,0,1
923,Jacob Fowler,21,MTL,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1010:42:00,59:27:00,0,0,,0,0,0,5
924,Dylan Garand,23,NYR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,185:00:00,61:40:00,0,0,,0,0,0,1
925,Jacob Gaucher,24,PHI,F,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,6,35:14:00,8:49,10,12,45.5,1,3,0,3
926,Nathan Gaucher,22,ANA,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,2,24:04:00,8:01,3,9,25,1,6,1,1
927,Mason Geertsen,30,BUF,D,5,0,0,0,-1,12,0,0,0,0,0,0,0,1,0,2,20:36,4:07,0,0,,0,8,0,0
928,Adam Ginning,26,PHI,D,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,76:42:00,15:20,0,0,,5,4,0,5
929,Kevin Gravel,33,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16:36,16:36,0,0,,3,1,0,1
930,Erik Gustafsson,33,DET,D,2,0,0,0,-2,2,0,0,0,0,0,0,0,3,0,8,37:29:00,18:45,0,0,,1,2,1,3
931,Viking Gustafsson Nyberg,22,MIN,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,42:35:00,21:18,0,0,,3,2,1,1
932,Brandon Halverson,29,TBL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:53:00,28:27:00,0,0,,0,0,0,1
933,Carter Hart,27,VEG,G,18,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1019:47:00,56:39:00,0,0,,0,0,0,9
934,Rafaël Harvey-Pinard,27,PIT,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,11:01,11:01,0,0,,0,0,0,1
935,John Hayden,30,SEA,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,5,30:14:00,10:05,6,9,40,2,7,1,2
936,Ville Heinola,24,WPG,D,5,0,0,0,0,4,0,0,0,0,0,0,0,7,0,15,70:30:00,14:06,0,0,,3,6,1,3
937,Connor Hellebuyck,32,WPG,G,57,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,3401:27:00,59:40:00,0,0,,0,0,0,16
938,Dennis Hildeby,24,TOR,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1008:44:00,50:26:00,0,0,,0,0,0,6
939,Tyson Hinds,22,ANA,D,6,0,0,0,1,2,0,0,0,0,0,0,0,9,0,20,93:42:00,15:37,0,0,,10,6,1,5
940,Hayden Hodgson,29,OTT,RW,10,0,0,0,-2,11,0,0,0,0,0,0,0,4,0,11,70:15:00,7:02,0,0,,0,29,1,3
941,Joel Hofer,25,STL,G,46,0,0,0,0,4,0,0,0,0,0,0,0,0,,6,2624:39:00,57:03:00,0,0,,0,0,0,42
942,Marcus Högberg,31,NYI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13:29,13:29,0,0,,0,0,0,0
943,Dryden Hunt,30,CGY,LW,3,0,0,0,-3,2,0,0,0,0,0,0,0,4,0,5,26:48:00,8:56,0,0,,4,9,0,3
944,Ville Husso,30,ANA,G,20,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1145:38:00,57:17:00,0,0,,0,0,0,13
945,Bokondji Imama,29,PIT,LW,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,4,15:17,7:39,0,0,,0,3,0,2
946,Roby Jarventie,23,EDM,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,3,24:01:00,8:00,2,2,50,4,1,0,0
947,David Jiříček,22,2TM,D,26,0,0,0,0,16,0,0,0,0,0,0,0,16,0,42,312:24:00,12:01,0,0,,19,8,3,26
947,David Jiříček,22,MIN,D,25,0,0,0,0,14,0,0,0,0,0,0,0,15,0,40,292:47:00,11:43,0,0,,19,8,3,24
947,David Jiříček,22,PHI,D,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,19:37,19:37,0,0,,0,0,0,2
948,Jonas Johansson,30,TBL,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1423:31:00,56:56:00,0,0,,0,0,0,2
949,Ryan Johnson,24,BUF,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,4,27:00:00,9:00,0,0,,3,2,2,2
950,Aleksanteri Kaskimaki,21,STL,C,5,0,0,0,-6,0,0,0,0,0,0,0,0,6,0,8,51:58:00,10:24,1,1,50,3,2,0,2
951,Boris Katchouk,27,TBL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,36:34:00,12:11,7,12,36.8,2,5,0,0
952,Rory Kerins,23,CGY,C,4,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,6,59:59:00,15:00,10,16,38.5,5,3,1,2
953,Pyotr Kochetkov,26,CAR,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,490:09:00,54:28:00,0,0,,0,0,0,7
954,Niklas Kokko,21,SEA,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,177:41:00,59:14:00,0,0,,0,0,0,2
955,Aleksei Kolosov,24,PHI,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120:01:00,30:00:00,0,0,,0,0,0,1
956,Joonas Korpisalo,31,BOS,G,31,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1713:05:00,55:16:00,0,0,,0,0,0,12
957,Dmitry Kulikov,35,FLA,D,19,0,0,0,-5,10,0,0,0,0,0,0,0,15,0,38,342:37:00,18:02,0,0,,16,22,4,18
958,Trevor Kuntar,24,BUF,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,5:12,5:12,0,0,,0,1,0,0
959,Joseph LaBate,32,VAN,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,3,9:32,9:32,1,1,50,2,6,0,0
960,Shane Lachance,22,NJD,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:25,7:25,1,0,100,0,1,0,0
961,Carson Lambos,23,MIN,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,10:16,10:16,0,0,,1,0,0,2
962,Raphael Lavoie,25,VEG,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,8:34,8:34,0,1,0,0,1,0,1
963,Brett Leason,26,WSH,RW,6,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,4,51:29:00,8:35,2,3,40,0,10,0,1
964,Nathan Legare,25,NJD,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:15,8:15,0,1,0,1,2,0,0
965,Carl Lindbom,22,VEG,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,480:40:00,60:05:00,0,0,,0,0,0,2
966,Jake Livanavage,21,PIT,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,2,25:14:00,25:14:00,0,0,,1,0,0,1
967,Jett Luchanko,19,PHI,F,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0,2,35:52:00,8:58,11,10,52.4,3,2,0,1
968,Simon Lundmark,25,TBL,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,16:45,16:45,0,0,,2,2,0,0
969,Zack MacEwen,29,NJD,C,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,19:00,6:20,0,2,0,1,6,1,2
970,Connor Mackey,29,NYR,D,3,0,0,0,-3,4,0,0,0,0,0,0,0,2,0,7,38:21:00,12:47,0,0,,2,2,0,3
971,Taylor Makar,24,COL,LW,12,0,0,0,0,4,0,0,0,0,0,0,0,7,0,15,74:31:00,6:13,0,2,0,1,17,1,1
972,Spencer Martin,30,NYR,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,290:39:00,48:27:00,0,0,,0,0,0,0
973,Carter Mazur,23,DET,LW,8,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,7,85:35:00,10:42,0,1,0,6,10,0,3
974,Dylan McIlrath,33,WSH,D,13,0,0,0,-1,10,0,0,0,0,0,0,0,5,0,15,121:04:00,9:19,0,0,,9,26,0,7
975,Marc McLaughlin,26,NJD,F,7,0,0,0,-2,0,0,0,0,0,0,0,0,0,,6,57:22:00,8:12,12,21,36.4,2,4,1,1
976,Cole McWard,24,NYI,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,41:12:00,13:44,0,0,,5,4,2,3
977,Jaycob Megna,33,VEG,D,4,0,0,0,-5,2,0,0,0,0,0,0,0,1,0,1,42:29:00,10:37,0,0,,1,6,0,2
978,Leevi Merilainen,23,OTT,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1094:29:00,54:43:00,0,0,,0,0,0,5
979,Georgii Merkulov,25,BOS,F,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,10:35,10:35,0,0,,0,0,0,0
980,Thomas Milic,22,WPG,G,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,138:38:00,46:13:00,0,0,,0,0,0,0
981,Trent Miner,24,COL,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,236:34:00,59:09:00,0,0,,0,0,0,1
982,Daniil Miromanov,28,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,17:49,17:49,0,0,,2,0,0,1
983,Sam Montembeault,29,MTL,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1418:12:00,56:44:00,0,0,,0,0,0,4
984,Sam Morton,26,CGY,F,3,0,0,0,-1,10,0,0,0,0,0,0,0,3,0,7,28:00:00,9:20,16,8,66.7,1,9,1,2
985,Jacob Moverare,27,LAK,D,15,0,0,0,-4,0,0,0,0,0,0,0,0,7,0,23,131:42:00,8:47,0,0,,12,3,2,6
986,Petr Mrázek,33,ANA,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,515:53:00,51:35:00,0,0,,0,0,0,5
987,Sergei Murashov,21,PIT,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,281:17:00,56:15:00,0,0,,0,0,0,3
988,Ty Murchison,22,PHI,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,45:01:00,15:00,0,0,,2,5,0,3
989,Matt Murray,31,SEA,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,216:53:00,43:23:00,0,0,,0,0,0,2
990,Jordan Oesterle,33,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,2,14:05,14:05,0,0,,2,1,0,0
991,Victor Ostman,25,SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57:10:00,57:10:00,0,0,,0,0,0,0
992,Xavier Parent,24,NJD,F,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0,6,42:52:00,8:34,0,0,,1,7,1,1
993,Jiří Patera,26,VAN,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:49:00,56:49:00,0,0,,0,0,0,0
994,Lane Pederson,28,PHI,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,44:19:00,8:52,13,14,48.1,3,16,1,6
995,Jakob Pelletier,24,TBL,LW,5,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,7,46:43:00,9:21,2,0,100,3,8,0,4
996,Michael Pezzetta,27,TOR,C,9,0,0,0,-4,35,0,0,0,0,0,0,0,2,0,4,58:15:00,6:28,0,2,0,3,30,0,3
997,Isaak Phillips,24,WPG,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,5,28:33:00,9:31,0,0,,1,3,0,2
998,Calvin Pickard,33,EDM,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,864:08:00,54:01:00,0,0,,0,0,0,12
999,Owen Pickering,22,PIT,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0,6,48:23:00,12:06,0,0,,2,1,1,4
1000,Luca Pinelli,20,CBJ,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,6,0,10,41:18:00,13:46,0,0,,1,2,0,3
1001,Jason Polin,26,COL,F,4,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,30:19:00,7:35,0,0,,3,11,0,0
1002,Samuel Poulin,24,PIT,RW,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,6,27:38:00,13:49,0,0,,2,2,1,1
1003,Cayden Primeau,26,TOR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,181:28:00,60:29:00,0,0,,0,0,0,1
1004,James Reimer,37,OTT,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,817:47:00,58:25:00,0,0,,0,0,0,4
1005,Anthony Richard,29,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:08,7:08,0,0,,0,0,0,0
1006,Marshall Rifai,27,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9:40,9:40,0,0,,1,0,0,1
1007,David Rittich,33,NYI,G,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1651:21:00,55:03:00,0,0,,0,0,0,23
1008,Joshua Roy,22,MTL,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6,29:22:00,9:47,0,0,,0,6,0,3
1009,Juuse Saros,30,NSH,G,59,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,3432:33:00,58:11:00,0,0,,0,0,0,28
1010,Ronan Seeley,23,CAR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15:12,15:12,0,0,,2,0,0,1
1011,Arsenii Sergeev,23,CGY,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00:00,60:00:00,0,0,,0,0,0,0
1012,Hunter Shepard,30,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35:47:00,35:47:00,0,0,,0,0,0,0
1013,Igor Shesterkin,30,NYR,G,51,0,0,0,0,11,0,0,0,0,0,0,0,2,0,3,3024:13:00,59:18:00,0,0,,0,0,0,28
1014,Hunter Skinner,24,STL,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,10:45,10:45,0,0,,1,4,0,0
1015,Josiah Slavin,27,CAR,LW,2,0,0,0,1,2,0,0,0,0,0,0,0,0,,4,30:02:00,15:01,1,1,50,1,1,1,0
1016,Arvid Söderblom,26,CHI,G,26,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,1468:37:00,56:29:00,0,0,,0,0,0,5
1017,David Spacek,22,MIN,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,21:30,10:45,0,0,,2,1,0,1
1018,Clay Stevenson,26,WSH,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,239:44:00,59:56:00,0,0,,0,0,0,2
1019,Riley Stillman,27,EDM,D,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,48:08:00,12:02,0,0,,4,7,0,2
1020,Anthony Stolarz,32,TOR,G,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1389:15:00,53:26:00,0,0,,0,0,0,7
1021,William Stromgren,22,CGY,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,2,21:52,7:17,0,0,,0,0,0,0
1022,Jack Studnicka,26,FLA,C,19,0,0,0,-6,4,0,0,0,0,0,0,0,16,0,26,134:49:00,7:06,22,36,37.9,6,19,3,4
1023,Jeremy Swayman,27,BOS,G,55,0,0,0,0,11,0,0,0,0,0,0,0,0,,1,3235:17:00,58:49:00,0,0,,0,0,0,25
1024,Mads Søgaard,25,OTT,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,77:25:00,38:43:00,0,0,,0,0,0,1
1025,Daniil Tarasov,26,FLA,G,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1905:40:00,57:45:00,0,0,,0,0,0,18
1026,Henry Thrun,24,TOR,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,5,59:27:00,14:52,0,0,,4,3,0,1
1027,Nikita Tolopilo,25,VAN,G,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1145:41:00,54:33:00,0,0,,0,0,0,5
1028,Bogdan Trineyev,23,WSH,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,21:03,10:32,0,0,,2,1,1,1
1029,Ryan Tverberg,24,TOR,C,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,19:44,9:52,0,0,,1,3,0,1
1030,T.J. Tynan,33,COL,C,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8:13,8:13,4,6,40,0,0,0,0
1031,Kai Uchacz,22,VEG,F,3,0,0,0,-1,5,0,0,0,0,0,0,0,2,0,3,36:33:00,12:11,13,15,46.4,3,7,0,2
1032,Topias Vilen,22,NJD,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,30:55:00,15:28,0,0,,1,0,0,1
1033,William Villeneuve,23,TOR,D,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,6,51:59:00,17:20,0,0,,5,1,1,1
1034,Daniel Vladař,28,PHI,G,52,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,2995:13:00,57:36:00,0,0,,0,0,0,10
1035,Abram Wiebe,22,CGY,D,4,0,0,0,0,2,0,0,0,0,0,0,0,0,,5,48:05:00,12:01,0,0,,1,2,0,2
1036,Garrett Wilson,34,PHI,LW,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,26:02:00,8:41,0,0,,0,6,1,1
1037,Dustin Wolf,24,CGY,G,57,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,3149:14:00,55:15:00,0,0,,0,0,0,31
1038,Brayden Yager,21,WPG,C,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,32:58:00,10:59,6,13,31.6,0,0,0,1
,League Average,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,11.1,,,18:47,,,50,,,,
