,,,,,,,Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Abdullah Al-Khaibari,MF,sa Saudi Arabia,29-318,1.sa Al-Nassr,1996,3,3,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Shoja' Khalilzadeh,DF,ir IR Iran,37-047,1.ir Tractor,1989,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
478,Dostonbek Khamdamov,MF,uz Uzbekistan,29-341,1.uz Pakhtakor Tashkent FK,1996,2,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Bilal El Khannouss,MF,ma Morocco,22-051,1.de Stuttgart,2004,4,4,338,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Rani Khedira,MF,tn Tunisia,32-154,1.de Union Berlin,1994,3,2,149,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
481,Boualem Khoukhi,DF,qa Qatar,35-356,1.qa Al Sadd,1990,3,3,270,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
482,Abdukodir Khusanov,DF,uz Uzbekistan,22-121,1.eng Manchester City,2004,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
483,Joshua Kimmich,DF,de Germany,31-142,1.de Bayern Munich,1995,4,4,351,3.9,0,2,2,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
484,Justin Kluivert,"FW,MF",nl Netherlands,27-056,1.eng Bournemouth,1999,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
485,Gregor Kobel,GK,ch Switzerland,28-206,1.de Dortmund,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Orkun Kökçü,MF,tr Türkiye,25-183,1.tr Be?ikta?,2000,3,2,153,1.7,0,1,1,0,0,0,0,0,0,0.59,0.59,0,0.59,Matches
487,Sead Kolašinac,DF,ba Bosnia–Herz,33-010,1.it Atalanta,1993,3,3,263,2.9,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
488,Ghislain Konan,DF,ci Côte d'Ivoire,30-185,1.pt Gil Vicente FC,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
489,Ibrahima Konaté,DF,fr France,27-036,1.eng Liverpool,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Ismaël Koné,MF,ca Canada,24-014,1.it Sassuolo,2002,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
491,Manu Koné,MF,fr France,25-044,1.it Roma,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Ezri Konsa,DF,eng England,28-250,1.eng Aston Villa,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Teun Koopmeiners,"DF,MF",nl Netherlands,28-122,1.it Juventus,1998,4,0,122,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Odilon Kossounou,DF,ci Côte d'Ivoire,25-177,1.it Atalanta,2001,3,2,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Kalidou Koulibaly,DF,sn Senegal,35-010,1.sa Al-Hilal,1991,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Jules Koundé,DF,fr France,27-230,1.es Barcelona,1998,3,3,258,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
497,Mateo Kova?i?,MF,hr Croatia,32-055,1.eng Manchester City,1994,3,2,181,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
498,Matej Kovar,GK,cz Czechia,26-044,1.nl PSV,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Andrej Kramari?,"FW,MF",hr Croatia,35-011,1.de Hoffenheim,1991,2,0,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
500,Ladislav Krej?í,DF,cz Czechia,27-071,1.eng Wolves,1999,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Takefusa Kubo,MF,jp Japan,25-026,1.es Real Sociedad,2001,1,1,74,0.8,0,1,1,0,0,0,0,0,0,1.22,1.22,0,1.22,Matches
502,Brandley Kuwas,"FW,MF",cw Curaçao,33-284,1.nl Volendam,1992,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
503,Prince Kwabena Adu,FW,gh Ghana,22-280,1.cz Viktoria Plze?,2003,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Maxence Lacroix,DF,fr France,26-085,1.eng Crystal Palace,2000,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Gustaf Lagerbielke,DF,se Sweden,26-081,1.pt Braga,2000,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Konrad Laimer,"MF,DF",at Austria,29-034,1.de Bayern Munich,1997,3,3,270,3,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
507,Ali Lajami,DF,sa Saudi Arabia,30-067,1.sa Al-Hilal,1996,3,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Noa Lang,"FW,MF",nl Netherlands,27-013,1.tr Galatasaray,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
509,Sondre Langås,DF,no Norway,25-148,2.eng Derby County,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Aymeric Laporte,DF,es Spain,32-034,1.es Athletic Club,1994,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
511,Cyle Larin,FW,ca Canada,31-074,1.es Mallorca,1995,3,2,162,1.8,2,0,2,2,0,0,1,0,1.11,0,1.11,1.11,1.11,Matches
512,Richie Laryea,DF,ca Canada,31-174,1.us Toronto FC,1995,4,4,352,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Mohanad Lasheen,MF,eg Egypt,30-032,,1996,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
514,Issa Laye,"MF,DF",qa Qatar,28-190,1.qa Al-Arabi,1997,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
515,Rafael Leão,"FW,MF",pt Portugal,27-020,1.it Milan,1999,3,0,48,0.5,1,0,1,1,0,0,0,0,1.87,0,1.87,1.87,1.87,Matches
516,Mathew Leckie,MF,au Australia,35-146,1.au Melb City,1991,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
517,Jefferson Lerma,MF,co Colombia,31-248,1.eng Crystal Palace,1994,3,3,239,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
518,Jamie Leweling,"FW,MF",de Germany,25-124,1.de Stuttgart,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
519,Philipp Lienhart,DF,at Austria,29-354,1.de Freiburg,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Victor Lindelöf,"DF,MF",se Sweden,31-348,1.eng Aston Villa,1994,3,3,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Erik Lira,MF,mx Mexico,26-053,1.mx Cruz Azul,2000,2,2,165,1.8,0,1,1,0,0,0,0,0,0,0.55,0.55,0,0.55,Matches
522,Dominik Livakovi?,GK,hr Croatia,31-172,1.hr Dinamo Zagreb,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Dailon Livramento,FW,cv Cabo Verde,25-057,1.pt Casa Pia,2001,2,2,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
524,Marcos Llorente,DF,es Spain,31-151,1.es Atlético Madrid,1995,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
525,Giovani Lo Celso,MF,ar Argentina,30-082,1.es Real Betis,1996,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0,1.53,1.53,1.53,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Jürgen Locadia,FW,cw Curaçao,32-235,2.us Miami FC,1993,3,3,235,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Azarías Londoño,MF,pa Panama,25-009,1.ec Univ Católica,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Sidny Lopes Cabral,DF,cv Cabo Verde,23-285,1.pt Benfica,2002,2,2,165,1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
529,Flaco López,FW,ar Argentina,25-206,1.br Palmeiras,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Derrick Luckassen,DF,gh Ghana,30-362,1.cy Pafos FC,1995,1,1,90,1,1,0,1,1,0,0,0,0,1,0,1,1,1,Matches
531,Jhon Lucumí,DF,co Colombia,28-004,1.it Bologna,1998,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
532,José Luis Rodríguez,"MF,FW",pa Panama,28-011,1.mx FC Juárez,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Romelu Lukaku,FW,be Belgium,33-048,1.it Napoli,1993,3,1,103,1.1,1,1,2,1,0,0,1,0,0.87,0.87,1.75,0.87,1.75,Matches
534,Dodi Lukebakio,"FW,MF",be Belgium,28-279,1.pt Benfica,1997,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Jovo Luki?,FW,ba Bosnia–Herz,27-214,1.ro Univ. Cluj,1998,2,1,67,0.7,1,0,1,1,0,0,1,0,1.34,0,1.34,1.34,1.34,Matches
536,Alexis Mac Allister,MF,ar Argentina,27-188,1.eng Liverpool,1998,3,2,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
537,Deiver Machado,DF,co Colombia,32-301,1.fr Nantes,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Shuto Machino,FW,jp Japan,26-273,1.de Gladbach,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Assim Madibo,MF,qa Qatar,29-251,1.qa Al-Wakrah,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
540,Noni Madueke,MF,eng England,24-112,1.eng Arsenal,2002,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
541,Daizen Maeda,MF,jp Japan,28-253,1.sct Celtic,1997,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
542,Gabriel Magalhães,DF,br Brazil,28-193,1.eng Arsenal,1997,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
543,Ermin Mahmi?,MF,ba Bosnia–Herz,21-108,1.cz Slovan Liberec,2005,2,0,28,0.3,2,0,2,2,0,0,1,0,6.43,0,6.43,6.43,6.43,Matches
544,Hadj Mahmoud,MF,tn Tunisia,26-067,1.ch Lugano,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
545,Riyad Mahrez,MF,dz Algeria,35-129,1.sa Al-Ahli,1991,3,2,192,2.1,2,1,3,2,0,0,0,0,0.94,0.47,1.41,0.94,1.41,Matches
546,Alexandro Maidana,DF,py Paraguay,20-339,1.ar Talleres–C,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
547,Mike Maignan,GK,fr France,30-362,1.it Milan,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Evidence Makgopa,FW,za South Africa,26-025,1.za Orlando Pirates,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Ahmed Maknzi,DF,iq Iraq,24-279,1.iq Al-Karma,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
550,Donyell Malen,FW,nl Netherlands,27-172,1.it Roma,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Arjan Malic,DF,ba Bosnia–Herz,20-306,1.at Sturm Graz,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
552,Mohamed Manai,DF,qa Qatar,23-248,1.qa Al-Shamal Sports Club,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
553,Aïssa Mandi,DF,dz Algeria,34-251,1.fr Lille,1991,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Sadio Mané,MF,sn Senegal,34-081,1.sa Al-Nassr,1992,3,3,270,3,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
555,Juan Manuel Sanabria,DF,uy Uruguay,26-093,1.mx Atlético San Luis,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
556,Johan Manzambi,FW,ch Switzerland,20-259,1.de Freiburg,2005,3,1,129,1.4,3,1,4,3,0,0,0,0,2.09,0.7,2.79,2.09,2.79,Matches
557,Mahmoud Al-Mardi,MF,jo Jordan,32-267,1.jo Al-Hussein SC,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
558,Jearl Margaritha,"FW,MF",cw Curaçao,26-081,2.be Beveren,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
559,Omar Marmoush,FW,eg Egypt,27-143,1.eng Manchester City,1999,3,2,210,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
560,Marquinhos,DF,br Brazil,32-047,1.fr PSG,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Gabriel Martinelli,"FW,MF",br Brazil,25-012,1.eng Arsenal,2001,3,0,77,0.9,1,0,1,1,0,0,0,0,1.17,0,1.17,1.17,1.17,Matches
562,Guillermo Martínez Ayala,FW,mx Mexico,31-107,1.mx UNAM,1995,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
563,Cristian Martínez,"MF,FW",pa Panama,29-144,1.il Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,Emiliano Martínez,GK,ar Argentina,33-301,1.eng Aston Villa,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Lautaro Martínez,FW,ar Argentina,28-312,1.it Inter,1997,3,3,177,2,1,0,1,0,1,1,0,0,0.51,0,0.51,0,0,Matches
566,Lisandro Martínez,DF,ar Argentina,28-163,1.eng Manchester Utd,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Thapelo Maseko,"MF,FW",za South Africa,22-231,1.cy AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
568,Hazem Mastouri,FW,tn Tunisia,29-012,1.ru D. Makhachkala,1997,1,1,89,1,1,0,1,1,0,0,0,0,1.01,0,1.01,1.01,1.01,Matches
569,Arthur Masuaku,DF,cd Congo DR,32-235,1.fr Lens,1993,3,3,227,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
570,Igor Matanovi?,FW,hr Croatia,23-091,1.de Freiburg,2003,2,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Pape Matar Sarr,MF,sn Senegal,23-289,1.eng Tottenham,2002,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Jean-Philippe Mateta,FW,fr France,29-002,1.eng Crystal Palace,1997,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Mauricio,MF,py Paraguay,25-039,1.br Palmeiras,2001,3,0,153,1.7,1,0,1,1,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
574,Fiston Mayele,FW,cd Congo DR,32-006,1.eg Pyramids FC,1994,1,0,40,0.4,1,0,1,1,0,0,0,0,2.25,0,2.25,2.25,2.25,Matches
575,Ibrahim Maza,MF,dz Algeria,20-218,1.de Leverkusen,2005,3,3,261,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Noussair Mazraoui,DF,ma Morocco,28-228,1.eng Manchester Utd,1997,4,3,297,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
577,Kylian Mbappé,FW,fr France,27-192,1.es Real Madrid,1998,3,3,265,2.9,4,2,6,4,0,0,0,0,1.36,0.68,2.04,1.36,2.04,Matches
578,Thalente Mbatha,MF,za South Africa,26-106,1.za Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
579,Ibrahim Mbaye,MF,sn Senegal,18-157,1.fr PSG,2008,3,1,109,1.2,1,0,1,1,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches
580,Chancel Mbemba,DF,cd Congo DR,31-326,1.fr Lille,1994,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
581,Mbekezeli Mbokazi,DF,za South Africa,20-284,1.us Chicago Fire,2005,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
582,Nathanaël Mbuku,MF,cd Congo DR,24-106,2.fr Montpellier,2002,2,1,80,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
583,Callum McCowatt,MF,nz New Zealand,27-061,1.dk Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
584,John McGinn,MF,sct Scotland,31-255,1.eng Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
585,Scott McKenna,DF,sct Scotland,29-230,1.hr Dinamo Zagreb,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Weston McKennie,MF,us United States,27-306,1.it Juventus,1998,3,3,264,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
587,Mark McKenzie,DF,us United States,27-125,1.fr Toulouse,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
588,Kenny McLean,MF,sct Scotland,34-173,2.eng Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
589,Scott McTominay,MF,sct Scotland,29-204,1.it Napoli,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
590,Brandon Mechele,DF,be Belgium,33-153,1.be Club Brugge,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
591,Facundo Medina,DF,ar Argentina,27-033,1.fr Marseille,1999,2,2,171,1.9,0,1,1,0,0,0,1,0,0,0.53,0.53,0,0.53,Matches
592,Hannibal Mejbri,MF,tn Tunisia,23-160,1.eng Burnley,2003,3,3,270,3,0,2,2,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
593,Amar Memi?,MF,ba Bosnia–Herz,25-161,1.cz Viktoria Plze?,2001,3,2,208,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
594,Memphis,"FW,MF",nl Netherlands,32-137,1.br Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0,1.67,1.67,0,1.67,Matches
595,Sultan Mendash,MF,sa Saudi Arabia,31-256,1.sa Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
596,Lucas Mendes,DF,qa Qatar,35-362,1.qa Al-Wakrah,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Nuno Mendes,DF,pt Portugal,24-011,1.fr PSG,2002,3,3,250,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
598,Ryan Mendes,"FW,MF",cv Cabo Verde,36-173,2.tr 76 I?d?r Belediyespor,1990,3,3,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
599,Édouard Mendy,GK,sn Senegal,34-121,1.sa Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Gideon Mensah,DF,gh Ghana,27-347,1.fr Auxerre,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Mikel Merino,MF,es Spain,30-008,1.eng Arsenal,1996,3,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
602,Lionel Messi,FW,ar Argentina,39-006,1.us Inter Miami,1987,3,2,200,2.2,6,0,6,6,0,1,0,0,2.7,0,2.7,2.7,2.7,Matches
603,Connor Metcalfe,MF,au Australia,26-237,1.de St Pauli,1999,3,2,225,2.5,1,0,1,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
604,Thomas Meunier,DF,be Belgium,34-291,1.fr Lille,1991,2,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
605,Liam Millar,MF,ca Canada,26-276,2.eng Hull City,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
606,Kim Min-jae,DF,kr Korea Republic,29-227,1.de Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
607,Alan Minda,MF,ec Ecuador,23-047,1.br Atlético Mineiro,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
608,Aubrey Modiba,DF,za South Africa,30-343,1.za Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
609,Luka Modri?,MF,hr Croatia,40-294,1.it Milan,1985,3,3,227,2.5,0,1,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
610,Relebohile Mofokeng,MF,za South Africa,21-250,1.za Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
611,Shahriar Moghanlou,FW,ir IR Iran,31-191,1.ae Al-Ittihad Kalba,1994,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Milad Mohammadi,DF,ir IR Iran,32-274,1.ir Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
613,Mohammad Mohebi,MF,ir IR Iran,27-192,1.ru Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
614,Johan Mojica,DF,co Colombia,33-313,1.es Mallorca,1992,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
615,Teboho Mokoena,MF,za South Africa,29-157,1.za Sundowns,1997,3,3,270,3,1,0,1,0,1,1,2,0,0.33,0,0.33,0,0,Matches
616,Nahuel Molina,DF,ar Argentina,28-085,1.es Atlético Madrid,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
617,Jamiro Monteiro,MF,cv Cabo Verde,32-219,1.nl Zwolle,1993,3,3,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
618,César Montes,DF,mx Mexico,29-126,1.ru Loko Moscow,1997,2,2,179,2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
619,Gonzalo Montiel,DF,ar Argentina,29-180,1.ar River Plate,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
620,Kim Moon-hwan,MF,kr Korea Republic,30-333,1.kr Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
621,Gilberto Mora,MF,mx Mexico,17-259,1.mx Tijuana,2008,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
622,Steven Moreira,DF,cv Cabo Verde,31-321,1.us Columbus Crew,1994,3,2,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
623,Tshepang Moremi,MF,za South Africa,25-271,1.za Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0,2.65,2.65,0,2.65,Matches
624,Orlando Mosquera,GK,pa Panama,31-187,1.sa Al-Fayha,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
625,Samir El Mourabet,MF,ma Morocco,20-267,1.fr Strasbourg,2005,4,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Samuel Moutoussamy,MF,cd Congo DR,29-322,1.gr Atromitos,1996,3,3,242,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
627,Akmal Mozgovoy,MF,uz Uzbekistan,27-089,1.uz Pakhtakor Tashkent FK,1999,3,2,216,2.4,0,1,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
628,Lionel Mpasi,GK,cd Congo DR,31-333,1.fr Le Havre,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
629,Khuliso Mudau,DF,za South Africa,31-065,1.za Sundowns,1995,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,Tarik Muharemovic,DF,ba Bosnia–Herz,23-122,1.it Sassuolo,2003,2,2,169,1.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
631,Miro Muheim,"DF,MF",ch Switzerland,28-098,1.de Hamburger SV,1998,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
632,Ngal'Ayel Mukau,MF,cd Congo DR,21-239,1.fr Lille,2004,3,2,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
633,Mert Müldür,DF,tr Türkiye,27-088,1.tr Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
634,Daniel Muñoz,DF,co Colombia,30-035,1.eng Crystal Palace,1996,3,2,184,2,2,0,2,2,0,0,0,0,0.98,0,0.98,0.98,0.98,Matches
635,Petar Musa,FW,hr Croatia,28-118,1.us FC Dallas,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0,0.82,0.82,0.82,Matches
636,Jamal Musiala,MF,de Germany,23-124,1.de Bayern Munich,2003,4,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
637,Fernando Muslera,GK,uy Uruguay,40-014,1.tr Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
638,Phillipp Mwene,DF,at Austria,32-152,1.de Mainz 05,1994,2,2,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
